question_id,head,relation,valid_tails,num_valid_tails,difficulty,kept_train_tails
Q0001,Codeine,contraindicated_with,Respiratory_Depression,1,easy,
Q0002,Hay_Fever,typical_duration,Seasonal,1,easy,
Q0003,Isoniazid,contraindicated_with,Liver_Disease,1,easy,
Q0004,Ribavirin,contraindicated_with,Pregnancy,1,easy,
Q0005,Sofosbuvir,interacts_with,Amiodarone,1,easy,
Q0006,Tenofovir,interacts_with,Didanosine,1,easy,
Q0007,Montelukast,treats,Hay_Fever,1,easy,Asthma
Q0008,Acyclovir,treats,Herpes,1,easy,Chickenpox
Q0009,Artemisinin,treats,Malaria,1,easy,
Q0010,Budesonide,treats,Asthma,1,easy,
Q0011,Ceftriaxone,treats,Pneumonia,1,easy,Meningitis
Q0012,Cetirizine,treats,Sneezing,1,easy,Hay_Fever
Q0013,Codeine,treats,Cough,1,easy,
Q0014,Dexamethasone,treats,COVID-19,1,easy,
Q0015,Ethambutol,treats,Tuberculosis,1,easy,
Q0016,Fexofenadine,treats,Runny_Nose,1,easy,Hay_Fever
Q0017,Fluticasone,treats,Asthma,1,easy,
Q0018,Ipratropium,treats,COPD,1,easy,Asthma
Q0019,Loratadine,treats,Hay_Fever,1,easy,
Q0020,Metronidazole,treats,Bacterial_Infection,1,easy,
Q0021,Paxlovid,treats,COVID-19,1,easy,
Q0022,Penicillin,treats,Strep_Throat,1,easy,Bacterial_Infection
Q0023,Piperacillin,treats,Sepsis,1,easy,
Q0024,Prednisolone,treats,Asthma,1,easy,
Q0025,Prednisone,treats,COPD,1,easy,Asthma
Q0026,Pyrazinamide,treats,Tuberculosis,1,easy,
Q0027,Quinine,treats,Malaria,1,easy,
Q0028,Remdesivir,treats,COVID-19,1,easy,
Q0029,Salmeterol,treats,COPD,1,easy,Asthma
Q0030,Tiotropium,treats,COPD,1,easy,
Q0031,Vancomycin,treats,Sepsis,1,easy,MRSA
Q0032,Zanamivir,treats,Influenza,1,easy,
Q0033,Isoniazid,treats,Tuberculosis,1,easy,
Q0034,Ribavirin,treats,Hepatitis_C,1,easy,
Q0035,Sofosbuvir,treats,Hepatitis_C,1,easy,
Q0036,Tenofovir,treats,HIV,1,easy,
Q0037,Acyclovir,is_a,Antiviral,1,easy,
Q0038,Albuterol,is_a,Bronchodilator,1,easy,
Q0039,Artemisinin,is_a,Antiparasitic,1,easy,
Q0040,Azithromycin,is_a,Antibiotic,1,easy,
Q0041,Budesonide,is_a,Corticosteroid,1,easy,
Q0042,Ceftriaxone,is_a,Antibiotic,1,easy,
Q0043,Cetirizine,is_a,Antihistamine,1,easy,
Q0044,Dexamethasone,is_a,Corticosteroid,1,easy,
Q0045,Ethambutol,is_a,Antibiotic,1,easy,
Q0046,Fexofenadine,is_a,Antihistamine,1,easy,
Q0047,Fluticasone,is_a,Corticosteroid,1,easy,
Q0048,Ipratropium,is_a,Bronchodilator,1,easy,
Q0049,Loratadine,is_a,Antihistamine,1,easy,
Q0050,Metronidazole,is_a,Antibiotic,1,easy,
Q0051,Paxlovid,is_a,Antiviral,1,easy,
Q0052,Penicillin,is_a,Antibiotic,1,easy,
Q0053,Piperacillin,is_a,Antibiotic,1,easy,
Q0054,Prednisolone,is_a,Corticosteroid,1,easy,
Q0055,Prednisone,is_a,Corticosteroid,1,easy,
Q0056,Pulmonary_Fibrosis,is_a,Respiratory_Condition,1,easy,
Q0057,Pyrazinamide,is_a,Antibiotic,1,easy,
Q0058,Quinine,is_a,Antiparasitic,1,easy,
Q0059,Remdesivir,is_a,Antiviral,1,easy,
Q0060,Salmeterol,is_a,Bronchodilator,1,easy,
Q0061,Sleep_Apnea,is_a,Respiratory_Condition,1,easy,
Q0062,Tiotropium,is_a,Bronchodilator,1,easy,
Q0063,Vancomycin,is_a,Antibiotic,1,easy,
Q0064,Zanamivir,is_a,Antiviral,1,easy,
Q0065,Hay_Fever,is_a,Respiratory_Condition,1,easy,
Q0066,Isoniazid,is_a,Antibiotic,1,easy,
Q0067,Ribavirin,is_a,Antiviral,1,easy,
Q0068,Sofosbuvir,is_a,Antiviral,1,easy,
Q0069,Tenofovir,is_a,Antiviral,1,easy,
Q0070,Amoxicillin,contraindicated_with,Penicillin_Allergy,1,medium,
Q0071,Amoxicillin,interacts_with,Warfarin,1,medium,
Q0072,Bronchitis,typical_duration,10_Days,1,medium,
Q0073,Chloroquine,contraindicated_with,Retinal_Disease,1,medium,
Q0074,Chloroquine,interacts_with,Hydroxychloroquine,1,medium,
Q0075,Ciprofloxacin,contraindicated_with,Tendon_Problems,1,medium,
Q0076,Ciprofloxacin,interacts_with,Antacids,1,medium,
Q0077,Doxycycline,contraindicated_with,Pregnancy,1,medium,
Q0078,Doxycycline,interacts_with,Antacids,1,medium,
Q0079,Oseltamivir,contraindicated_with,Kidney_Failure,1,medium,
Q0080,Oseltamivir,interacts_with,Live_Influenza_Vaccine,1,medium,
Q0081,Rifampicin,contraindicated_with,Liver_Disease,1,medium,
Q0082,Rifampicin,interacts_with,Warfarin,1,medium,Oral_Contraceptives
Q0083,Theophylline,contraindicated_with,Heart_Arrhythmia,1,medium,
Q0084,Theophylline,interacts_with,Ciprofloxacin,1,medium,
Q0085,Chickenpox,typical_duration,10_Days,1,medium,
Q0086,COPD,typical_duration,Chronic,1,medium,
Q0087,Asthma,typical_duration,Chronic,1,medium,
Q0088,Pneumonia,worsened_by,HIV,1,medium,COPD
Q0089,COVID-19,typical_duration,14_Days,1,medium,
Q0090,HIV,typical_duration,Chronic,1,medium,
Q0091,HIV,worsened_by,Tuberculosis,1,medium,
Q0092,Influenza,typical_duration,7_Days,1,medium,
Q0093,Influenza,worsened_by,COPD,1,medium,Asthma
Q0094,Malaria,typical_duration,21_Days,1,medium,
Q0095,Malaria,worsened_by,Malnutrition,1,medium,
Q0096,Tuberculosis,typical_duration,6_Months_Treatment,1,medium,
Q0097,Tuberculosis,worsened_by,HIV,1,medium,
Q0098,Bronchitis,affects_organ,Bronchi,1,medium,
Q0099,Measles,prevented_by,MMR_Vaccine,1,medium,
Q0100,Chickenpox,prevented_by,Varicella_Vaccine,1,medium,
Q0101,Typhoid,prevented_by,Typhoid_Vaccine,1,medium,
Q0102,Hepatitis_C,affects_organ,Liver,1,medium,
Q0103,COPD,affects_organ,Lungs,1,medium,
Q0104,COPD,prevented_by,Smoking_Cessation,1,medium,
Q0105,Hepatitis_B,affects_organ,Liver,1,medium,
Q0106,Hepatitis_B,prevented_by,Hepatitis_B_Vaccine,1,medium,
Q0107,Meningitis,affects_organ,Spinal_Cord,1,medium,Brain
Q0108,Meningitis,prevented_by,Meningococcal_Vaccine,1,medium,
Q0109,Asthma,affects_organ,Airways,1,medium,
Q0110,Asthma,prevented_by,Allergen_Avoidance,1,medium,
Q0111,Dengue,prevented_by,Dengue_Vaccine,1,medium,
Q0112,Pneumonia,affects_organ,Lungs,1,medium,
Q0113,Pneumonia,prevented_by,Pneumococcal_Vaccine,1,medium,
Q0114,COVID-19,affects_organ,Respiratory_System,1,medium,Lungs
Q0115,COVID-19,prevented_by,COVID_Vaccine,1,medium,
Q0116,HIV,affects_organ,Immune_System,1,medium,
Q0117,HIV,prevented_by,PrEP,1,medium,
Q0118,Influenza,affects_organ,Respiratory_System,1,medium,
Q0119,Influenza,prevented_by,Influenza_Vaccine,1,medium,
Q0120,Malaria,affects_organ,Red_Blood_Cells,1,medium,
Q0121,Malaria,prevented_by,Malaria_Prophylaxis,1,medium,
Q0122,Tuberculosis,affects_organ,Lungs,1,medium,
Q0123,Tuberculosis,prevented_by,BCG_Vaccine,1,medium,
Q0124,COPD,affects_population,Smokers,1,medium,Elderly
Q0125,Asthma,affects_population,Children,1,medium,
Q0126,Dengue,affects_population,Children,1,medium,
Q0127,Pneumonia,affects_population,Infants,1,medium,Elderly
Q0128,HIV,affects_population,Sexual_Active_Adults,1,medium,
Q0129,Influenza,affects_population,Immunocompromised,1,medium,Elderly
Q0130,Malaria,affects_population,Pregnant_Women,1,medium,Children
Q0131,Tuberculosis,affects_population,Immunocompromised,1,medium,
Q0132,Measles,transmitted_by,Airborne_Droplets,1,medium,
Q0133,Chickenpox,transmitted_by,Airborne_Droplets,1,medium,
Q0134,Typhoid,transmitted_by,Contaminated_Water,1,medium,Contaminated_Food
Q0135,Hepatitis_C,transmitted_by,Blood_Contact,1,medium,
Q0136,Hepatitis_B,transmitted_by,Sexual_Contact,1,medium,Blood_Contact
Q0137,Meningitis,transmitted_by,Direct_Contact,1,medium,
Q0138,Dengue,transmitted_by,Mosquito_Bite,1,medium,
Q0139,COVID-19,transmitted_by,Contact_Transmission,1,medium,Airborne_Droplets
Q0140,HIV,transmitted_by,Sexual_Contact,1,medium,Blood_Contact
Q0141,Influenza,transmitted_by,Airborne_Droplets,1,medium,
Q0142,Malaria,transmitted_by,Mosquito_Bite,1,medium,
Q0143,Tuberculosis,transmitted_by,Airborne_Droplets,1,medium,
Q0144,Sepsis,has_severity,Severe,1,medium,Critical
Q0145,Meningitis,has_severity,Severe,1,medium,
Q0146,Dengue,has_severity,Severe,1,medium,Mild
Q0147,Pneumonia,has_severity,Severe,1,medium,Moderate
Q0148,HIV,has_severity,Chronic,1,medium,
Q0149,Malaria,has_severity,Severe,1,medium,Mild
Q0150,Tuberculosis,has_severity,Severe,1,medium,Moderate
Q0151,Sepsis,can_cause,Organ_Failure,1,medium,Death
Q0152,Sepsis,diagnosed_by,Lactate_Test,1,medium,Blood_Culture
Q0153,Typhoid,diagnosed_by,Widal_Test,1,medium,Blood_Culture
Q0154,Hepatitis_C,can_cause,Liver_Cirrhosis,1,medium,
Q0155,Hepatitis_C,diagnosed_by,HCV_RNA_Test,1,medium,
Q0156,COPD,diagnosed_by,Spirometry,1,medium,
Q0157,Hepatitis_B,can_cause,Liver_Cirrhosis,1,medium,Liver_Cancer
Q0158,Hepatitis_B,diagnosed_by,HBsAg_Test,1,medium,
Q0159,Meningitis,can_cause,Hearing_Loss,1,medium,Brain_Damage
Q0160,Asthma,can_cause,Status_Asthmaticus,1,medium,
Q0161,Asthma,diagnosed_by,Spirometry,1,medium,
Q0162,Dengue,can_cause,Dengue_Hemorrhagic_Fever,1,medium,
Q0163,Dengue,diagnosed_by,NS1_Antigen_Test,1,medium,
Q0164,Pneumonia,can_cause,Sepsis,1,medium,Respiratory_Failure
Q0165,Pneumonia,diagnosed_by,Chest_Xray,1,medium,CT_Scan
Q0166,COVID-19,diagnosed_by,PCR_Test,1,medium,Antigen_Test
Q0167,HIV,can_cause,AIDS,1,medium,
Q0168,HIV,diagnosed_by,Western_Blot,1,medium,ELISA_Test
Q0169,Influenza,can_cause,Pneumonia,1,medium,Myocarditis
Q0170,Influenza,diagnosed_by,Rapid_Influenza_Test,1,medium,
Q0171,Malaria,can_cause,Organ_Failure,1,medium,Cerebral_Malaria
Q0172,Malaria,diagnosed_by,RDT_Test,1,medium,Blood_Smear
Q0173,Tuberculosis,can_cause,Lung_Damage,1,medium,
Q0174,Tuberculosis,diagnosed_by,Sputum_Culture,1,medium,Mantoux_Test
Q0175,Chloroquine,treats,Malaria,1,medium,
Q0176,Oseltamivir,treats,Influenza,1,medium,
Q0177,Rifampicin,treats,Tuberculosis,1,medium,
Q0178,Theophylline,treats,COPD,1,medium,Asthma
Q0179,Amoxicillin,is_a,Antibiotic,1,medium,
Q0180,Bronchitis,is_a,Infectious_Disease,1,medium,
Q0181,Chloroquine,is_a,Antiparasitic,1,medium,
Q0182,Ciprofloxacin,is_a,Antibiotic,1,medium,
Q0183,Doxycycline,is_a,Antibiotic,1,medium,
Q0184,Measles,is_a,Infectious_Disease,1,medium,
Q0185,Oseltamivir,is_a,Antiviral,1,medium,
Q0186,Rifampicin,is_a,Antibiotic,1,medium,
Q0187,Theophylline,is_a,Bronchodilator,1,medium,
Q0188,Chickenpox,is_a,Infectious_Disease,1,medium,
Q0189,Sepsis,is_a,Infectious_Disease,1,medium,
Q0190,Typhoid,is_a,Infectious_Disease,1,medium,
Q0191,Hepatitis_C,is_a,Infectious_Disease,1,medium,
Q0192,COPD,is_a,Respiratory_Condition,1,medium,
Q0193,Hepatitis_B,is_a,Infectious_Disease,1,medium,
Q0194,Meningitis,is_a,Infectious_Disease,1,medium,
Q0195,Asthma,is_a,Respiratory_Condition,1,medium,
Q0196,Dengue,is_a,Infectious_Disease,1,medium,
Q0197,Pneumonia,is_a,Infectious_Disease,1,medium,
Q0198,COVID-19,is_a,Infectious_Disease,1,medium,
Q0199,HIV,is_a,Infectious_Disease,1,medium,
Q0200,Influenza,is_a,Infectious_Disease,1,medium,
Q0201,Malaria,is_a,Infectious_Disease,1,medium,
Q0202,Tuberculosis,is_a,Infectious_Disease,1,medium,
Q0203,COVID-19,worsened_by,Hypertension|Obesity,2,hard,Diabetes_Type_2
Q0204,COVID-19,affects_population,Elderly|Obese_Patients,2,hard,Diabetic_Patients
Q0205,Influenza,has_severity,Moderate|Severe,2,hard,Mild
Q0206,COVID-19,can_cause,Long_COVID|Myocarditis,2,hard,Blood_Clots
Q0207,Albuterol,treats,COPD|Wheezing,2,hard,Asthma
Q0208,Ciprofloxacin,treats,Typhoid|Urinary_Tract_Infection,2,hard,Bacterial_Infection
Q0209,Pulmonary_Edema,causes_symptom,Cough|Difficulty_Breathing,2,hard,Chest_Pain
Q0210,Pulmonary_Fibrosis,causes_symptom,Fatigue|Shortness_of_Breath,2,hard,Dry_Cough
Q0211,Chickenpox,causes_symptom,Fever|Itchy_Rash,2,hard,Fatigue
Q0212,Hepatitis_C,causes_symptom,Jaundice|Nausea,2,hard,Fatigue
Q0213,COVID-19,has_severity,Mild|Moderate|Severe,3,hard,Critical
Q0214,Doxycycline,treats,Chlamydia|Lyme_Disease|Malaria,3,hard,Acne
Q0215,Sleep_Apnea,causes_symptom,Gasping_During_Sleep|Headache|Snoring,3,hard,Fatigue
Q0216,Hay_Fever,causes_symptom,Nasal_Congestion|Runny_Nose|Sneezing,3,hard,Itchy_Eyes
Q0217,Measles,causes_symptom,Fever|Rash|Runny_Nose,3,hard,Cough
Q0218,Sepsis,causes_symptom,Difficulty_Breathing|High_Fever|Rapid_Heart_Rate,3,hard,Confusion
Q0219,Hepatitis_B,causes_symptom,Fatigue|Jaundice|Nausea,3,hard,Abdominal_Pain
Q0220,Meningitis,causes_symptom,Neck_Stiffness|Sensitivity_to_Light|Severe_Headache,3,hard,Fever
Q0221,Azithromycin,treats,Chlamydia|Gonorrhea|Pneumonia|Sinusitis,4,hard,Bronchitis
Q0222,Amoxicillin,treats,Ear_Infection|Pneumonia|Sinusitis|Strep_Throat,4,hard,Bronchitis
Q0223,COPD,causes_symptom,Chronic_Cough|Mucus_Production|Shortness_of_Breath|Wheezing,4,hard,Chest_Tightness
Q0224,Asthma,causes_symptom,Cough|Difficulty_Breathing|Shortness_of_Breath|Wheezing,4,hard,Chest_Tightness
Q0225,HIV,causes_symptom,Fever|Night_Sweats|Swollen_Lymph_Nodes|Weight_Loss,4,hard,Fatigue
Q0226,Bronchitis,causes_symptom,Cough|Fatigue|Mild_Fever|Mucus_Production|Sore_Throat,5,hard,Chest_Tightness
Q0227,Typhoid,causes_symptom,Constipation|Diarrhea|Fever|Headache|Weakness,5,hard,Abdominal_Pain
Q0228,Dengue,causes_symptom,High_Fever|Joint_Pain|Muscle_Pain|Rash|Severe_Headache,5,hard,Bleeding_Gums
Q0229,Tuberculosis,causes_symptom,Fatigue|Fever|Night_Sweats|Persistent_Cough|Weight_Loss,5,hard,Coughing_Blood
Q0230,Malaria,causes_symptom,Fatigue|Fever|Headache|Nausea|Sweating|Vomiting,6,hard,Chills
Q0231,Pneumonia,causes_symptom,Chills|Cough|Difficulty_Breathing|Fatigue|Fever|Rapid_Breathing|Sweating,7,hard,Chest_Pain
Q0232,Influenza,causes_symptom,Chills|Cough|Fatigue|Fever|Headache|Nasal_Congestion|Runny_Nose|Sore_Throat|Vomiting,9,hard,Body_Aches
Q0233,COVID-19,causes_symptom,Chills|Cough|Diarrhea|Difficulty_Breathing|Fatigue|Fever|Headache|Loss_of_Smell|Loss_of_Taste|Nausea|Sore_Throat,11,hard,Body_Aches
